City,Date,Crop,Price
Burewala,2022-07-02,Brown Sugar(شکر),11250
Burewala,2022-07-04,Brown Sugar(شکر),12500
Burewala,2022-07-05,Brown Sugar(شکر),11250
Burewala,2022-07-06,Brown Sugar(شکر),11250
Burewala,2022-07-07,Brown Sugar(شکر),12500
Burewala,2022-07-14,Brown Sugar(شکر),11250
Burewala,2022-07-16,Brown Sugar(شکر),11875
Burewala,2022-07-18,Brown Sugar(شکر),11875
Burewala,2022-07-20,Brown Sugar(شکر),11875
Burewala,2022-07-21,Brown Sugar(شکر),11875
Burewala,2022-07-25,Brown Sugar(شکر),12250
Burewala,2022-07-27,Brown Sugar(شکر),12625
Burewala,2022-07-28,Brown Sugar(شکر),12500
Burewala,2022-07-30,Brown Sugar(شکر),13125
Burewala,2020-06-02,Brown Sugar(شکر),10000
Burewala,2020-06-03,Brown Sugar(شکر),10750
Burewala,2020-06-04,Brown Sugar(شکر),10625
Burewala,2020-06-11,Brown Sugar(شکر),10125
Burewala,2020-06-13,Brown Sugar(شکر),10500
Burewala,2020-06-16,Brown Sugar(شکر),10625
Burewala,2020-06-17,Brown Sugar(شکر),10625
Burewala,2020-06-18,Brown Sugar(شکر),10625
Burewala,2020-06-22,Brown Sugar(شکر),10500
Burewala,2020-06-23,Brown Sugar(شکر),10750
Burewala,2020-06-25,Brown Sugar(شکر),10375
Burewala,2020-06-29,Brown Sugar(شکر),10625
Burewala,2020-06-30,Brown Sugar(شکر),11250
Burewala,2021-06-01,Brown Sugar(شکر),10750
Burewala,2021-06-02,Brown Sugar(شکر),12250
Burewala,2021-06-05,Brown Sugar(شکر),10625
Burewala,2021-06-07,Brown Sugar(شکر),10625
Burewala,2021-06-08,Brown Sugar(شکر),10625
Burewala,2021-06-10,Brown Sugar(شکر),10625
Burewala,2021-06-16,Brown Sugar(شکر),11000
Burewala,2021-06-21,Brown Sugar(شکر),10375
Burewala,2021-06-23,Brown Sugar(شکر),10250
Burewala,2021-06-24,Brown Sugar(شکر),10125
Burewala,2022-06-02,Brown Sugar(شکر),10625
Burewala,2022-06-07,Brown Sugar(شکر),10000
Burewala,2022-06-08,Brown Sugar(شکر),10000
Burewala,2022-06-09,Brown Sugar(شکر),10000
Burewala,2022-06-11,Brown Sugar(شکر),10000
Burewala,2022-06-13,Brown Sugar(شکر),10000
Burewala,2022-06-14,Brown Sugar(شکر),10000
Burewala,2022-06-15,Brown Sugar(شکر),10000
Burewala,2022-06-16,Brown Sugar(شکر),10500
Burewala,2022-06-20,Brown Sugar(شکر),9750
Burewala,2022-06-21,Brown Sugar(شکر),10000
Burewala,2022-06-22,Brown Sugar(شکر),10000
Burewala,2022-06-28,Brown Sugar(شکر),11250
Burewala,2022-06-29,Brown Sugar(شکر),11250
Burewala,2020-03-02,Brown Sugar(شکر),9750
Burewala,2020-03-03,Brown Sugar(شکر),9625
Burewala,2020-03-04,Brown Sugar(شکر),9625
Burewala,2020-03-05,Brown Sugar(شکر),10000
Burewala,2020-03-07,Brown Sugar(شکر),9625
Burewala,2020-03-09,Brown Sugar(شکر),10375
Burewala,2020-03-10,Brown Sugar(شکر),8750
Burewala,2020-03-14,Brown Sugar(شکر),9750
Burewala,2020-03-16,Brown Sugar(شکر),9625
Burewala,2020-03-17,Brown Sugar(شکر),9625
Burewala,2020-03-18,Brown Sugar(شکر),9625
Burewala,2020-03-19,Brown Sugar(شکر),10250
Burewala,2020-03-21,Brown Sugar(شکر),9625
Burewala,2020-03-30,Brown Sugar(شکر),10625
Burewala,2020-03-31,Brown Sugar(شکر),10250
Burewala,2021-03-01,Brown Sugar(شکر),10000
Burewala,2021-03-02,Brown Sugar(شکر),10000
Burewala,2021-03-03,Brown Sugar(شکر),10125
Burewala,2021-03-04,Brown Sugar(شکر),10000
Burewala,2021-03-06,Brown Sugar(شکر),10000
Burewala,2021-03-08,Brown Sugar(شکر),10000
Burewala,2021-03-10,Brown Sugar(شکر),10500
Burewala,2021-03-17,Brown Sugar(شکر),10000
Burewala,2021-03-18,Brown Sugar(شکر),10000
Burewala,2021-03-20,Brown Sugar(شکر),9750
Burewala,2021-03-22,Brown Sugar(شکر),10000
Burewala,2021-03-25,Brown Sugar(شکر),10000
Burewala,2021-03-29,Brown Sugar(شکر),10000
Burewala,2022-03-01,Brown Sugar(شکر),11875
Burewala,2022-03-02,Brown Sugar(شکر),11250
Burewala,2022-03-03,Brown Sugar(شکر),11125
Burewala,2022-03-05,Brown Sugar(شکر),11250
Burewala,2022-03-08,Brown Sugar(شکر),10375
Burewala,2022-03-09,Brown Sugar(شکر),9750
Burewala,2022-03-10,Brown Sugar(شکر),11125
Burewala,2022-03-12,Brown Sugar(شکر),11125
Burewala,2022-03-14,Brown Sugar(شکر),11125
Burewala,2022-03-16,Brown Sugar(شکر),10000
Burewala,2022-03-17,Brown Sugar(شکر),10250
Burewala,2022-03-19,Brown Sugar(شکر),10000
Burewala,2022-03-21,Brown Sugar(شکر),10000
Burewala,2022-03-22,Brown Sugar(شکر),10000
Burewala,2022-03-24,Brown Sugar(شکر),8500
Burewala,2022-03-26,Brown Sugar(شکر),10000
Burewala,2022-03-28,Brown Sugar(شکر),9625
Burewala,2022-03-29,Brown Sugar(شکر),9625
Burewala,2022-03-30,Brown Sugar(شکر),10000
Burewala,2020-05-02,Brown Sugar(شکر),10875
Burewala,2020-05-04,Brown Sugar(شکر),10875
Burewala,2020-05-05,Brown Sugar(شکر),10250
Burewala,2020-05-06,Brown Sugar(شکر),10250
Burewala,2020-05-13,Brown Sugar(شکر),9125
Burewala,2020-05-19,Brown Sugar(شکر),9000
Burewala,2020-05-30,Brown Sugar(شکر),10750
Burewala,2021-05-01,Brown Sugar(شکر),10750
Burewala,2021-05-03,Brown Sugar(شکر),10000
Burewala,2021-05-04,Brown Sugar(شکر),10000
Burewala,2021-05-05,Brown Sugar(شکر),10000
Burewala,2021-05-06,Brown Sugar(شکر),10000
Burewala,2021-05-18,Brown Sugar(شکر),10625
Burewala,2021-05-19,Brown Sugar(شکر),11000
Burewala,2021-05-20,Brown Sugar(شکر),11250
Burewala,2021-05-22,Brown Sugar(شکر),10625
Burewala,2021-05-24,Brown Sugar(شکر),10625
Burewala,2021-05-25,Brown Sugar(شکر),10875
Burewala,2021-05-26,Brown Sugar(شکر),10875
Burewala,2021-05-27,Brown Sugar(شکر),10875
Burewala,2021-05-29,Brown Sugar(شکر),11250
Burewala,2021-05-31,Brown Sugar(شکر),10875
Burewala,2022-05-16,Brown Sugar(شکر),11250
Burewala,2022-05-17,Brown Sugar(شکر),10000
Burewala,2022-05-18,Brown Sugar(شکر),10500
Burewala,2022-05-19,Brown Sugar(شکر),10625
Burewala,2022-05-23,Brown Sugar(شکر),9375
Burewala,2022-05-26,Brown Sugar(شکر),10500
Burewala,2022-05-28,Brown Sugar(شکر),10000
Burewala,2022-05-30,Brown Sugar(شکر),10000
Burewala,2019-11-02,Brown Sugar(شکر),9000
Burewala,2019-11-04,Brown Sugar(شکر),8750
Burewala,2019-11-06,Brown Sugar(شکر),8125
Burewala,2019-11-07,Brown Sugar(شکر),8750
Burewala,2019-11-11,Brown Sugar(شکر),9500
Burewala,2019-11-12,Brown Sugar(شکر),8750
Burewala,2019-11-13,Brown Sugar(شکر),8750
Burewala,2019-11-14,Brown Sugar(شکر),10125
Burewala,2019-11-18,Brown Sugar(شکر),9000
Burewala,2019-11-19,Brown Sugar(شکر),9000
Burewala,2019-11-20,Brown Sugar(شکر),8375
Burewala,2019-11-23,Brown Sugar(شکر),8750
Burewala,2019-11-27,Brown Sugar(شکر),8750
Burewala,2019-11-28,Brown Sugar(شکر),8750
Burewala,2019-11-30,Brown Sugar(شکر),8750
Burewala,2020-11-02,Brown Sugar(شکر),9000
Burewala,2020-11-03,Brown Sugar(شکر),9000
